Part,Title,Chapter,Section,Subsection,Article,Hyperlink,Content,Annex,Article_number
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(69) ""marking to model"" means any valuation which has to be benchmarked, extrapolated or otherwise calculated from one or more market inputs;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(70) ""independent price verification"" means a process by which market prices or marking to model inputs are regularly verified for accuracy and independence;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(71) ""eligible capital"" means the following:",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(a) for the purposes of Title III of Part Two it means the sum of the following:,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(i) Tier 1 capital as referred to in Article 25, without applying the deduction in Article 36(1)(k)(i);",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital as calculated pursuant to point (i) of this point;,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(b) for the purposes of Article 97 and Part Four it means the sum of the following:,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(i) Tier 1 capital as referred to in Article 25;,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital;,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(72) ""recognised exchange"" means an exchange which meets all of the following conditions:",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(a) it is a regulated market;,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(b) it has a clearing mechanism whereby contracts listed in Annex II are subject to daily margin requirements which, in the opinion of the competent authorities, provide appropriate protection;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(73) ""discretionary pension benefits"" means enhanced pension benefits granted on a discretionary basis by an institution to an employee as part of that employee's variable remuneration package, which do not include accrued benefits granted to an employee under the terms of the company pension scheme;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(74) ""mortgage lending value"" means the value of immovable property as determined by a prudent assessment of the future marketability of the property taking into account long-term sustainable aspects of the property, the normal and local market conditions, the current use and alternative appropriate uses of the property;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(75) ""residential property"" means a residence which is occupied by the owner or the lessee of the residence, including the right to inhabit an apartment in housing cooperatives located in Sweden;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(76) ""market value"" means, for the purposes of immovable property, the estimated amount for which the property should exchange on the date of valuation between a willing buyer and a willing seller in an arm's-length transaction after proper marketing wherein the parties had each acted knowledgeably, prudently and without compulsion;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(77) ""applicable accounting framework"" means the accounting standards to which the institution is subject under Regulation (EC) No 1606/2002 or Directive 86/635/EEC;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(78) ""one-year default rate"" means the ratio between the number of defaults occurred during a period that starts from one year prior to a date T and the number of obligors assigned to this grade or pool one year prior to that date;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(79) ""speculative immovable property financing"" means loans for the purposes of the acquisition of or development or construction on land in relation to immovable property, or of and in relation to such property, with the intention of reselling for profit;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(80) ""trade finance"" means financing, including guarantees, connected to the exchange of goods and services through financial products of fixed short-term maturity, generally of less than one year, without automatic rollover;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(81) ""officially supported export credits"" means loans or credits to finance the export of goods and services for which an official export credit agency provides guarantees, insurance or direct financing;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(82) ""repurchase agreement"" and ""reverse repurchase agreement"" mean any agreement in which an institution or its counterparty transfers securities or commodities or guaranteed rights relating to title to securities or commodities where that guarantee is issued by a recognised exchange which holds the rights to the securities or commodities and the agreement does not allow an institution to transfer or pledge a particular security or commodity to more than one counterparty at one time, subject to a commitment to repurchase them, or substituted securities or commodities of the same description at a specified price on a future date specified, or to be specified, by the transferor, being a repurchase agreement for the institution selling the securities or commodities and a reverse repurchase agreement for the institution buying them;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(83) ""repurchase transaction"" means any transaction governed by a repurchase agreement or a reverse repurchase agreement;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(84) ""simple repurchase agreement"" means a repurchase transaction of a single asset, or of similar, non-complex assets, as opposed to a basket of assets;",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,"(85) ""positions held with trading intent"" means any of the following:",,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(a) proprietary positions and positions arising from client servicing and market making;,,4
,,,,,Article 4: Definitions,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/2404,(b) positions intended to be resold short term;,,4
